nfe,mean_wer,median_wer,mean_rtf,mean_total_time_sec,mean_audio_duration_sec,n_samples
1,0.08505952380952381,0.0,0.08818228535122086,0.24520792500000002,3.7209977324263037,40
2,0.08089285714285714,0.0,0.09412299049701679,0.26226365,3.7209977324263037,40
4,0.08901785714285713,0.0,0.10576588751521825,0.289618425,3.7209977324263037,40
8,0.10776785714285715,0.0,0.12003069680049194,0.32919415,3.7209977324263037,40
16,0.08401785714285714,0.0,0.15751412435435536,0.422807225,3.7209977324263037,40
